FIPS,Deaths
37133,26
37135,8
37137,4
37139,9
37141,12
37143,3
37145,9
37147,19
37149,4
37151,33
37153,11
37155,74
37157,111
37159,34
37161,26
37163,23
37165,13
37167,27
37169,14
37171,33
37173,2
37175,6
37177,0
90037,0
37179,31
37181,9
37183,220
37185,2
37187,2
37189,4
37191,20
37193,14
37195,34
37197,11
37199,4
38001,0
38003,1
38005,2
38007,0
38009,0
38011,0
38013,2
38015,11
38017,17
38019,0
38021,1
38023,0
38025,0
38027,0
38029,1
38031,0
38033,1
38035,4
38037,0
38039,0
38041,0
38043,0
38045,0
38047,2
38049,2
38051,0
38053,3
38055,0
38057,2
38059,8
38061,1
38063,2
38065,1
38067,0
38069,1
38071,0
38073,1
38075,1
38077,1
38079,0
38081,1
38083,0
38085,1
38087,0
38089,3
38091,0
38093,3
38095,0
38097,0
90038,1
38099,3
38101,14
38103,0
38105,4
69,0
39001,10
39003,23
39005,13
39007,25
39009,7
39011,4
39013,20
39015,9
39017,56
39019,4
39021,7
39023,35
39025,38
39027,11
39029,17
39031,5
39033,13
39035,244
39037,11
39039,6
39041,11
39043,14
39045,17
39047,3
39049,160
39051,12
39053,6
39055,9
39057,22
39059,7
39061,112
39063,14
39065,4
39067,1
39069,2
39071,11
39073,6
39075,6
39077,13
39079,2
39081,19
39083,7
39085,44
39087,9
39089,29
39091,3
39093,52
39095,86
39097,8
39099,37
39101,4
39103,24
39105,4
39107,1
39109,27
39111,6
39113,85
39115,3
39117,5
39119,14
39121,2
39123,7
39125,4
39127,1
39129,6
39131,5
39133,26
39135,12
39137,7
39139,19
39141,26
39143,15
39145,14
39147,16
39149,10
39151,67
39153,134
39155,43
39157,20
90039,2
39159,3
39161,3
39163,4
39165,26
39167,5
39169,19
39171,5
39173,24
39175,4
40001,21
40003,2
40005,16
40007,0
40009,21
40011,12
40013,25
40015,40
40017,96
40019,72
40021,36
40023,13
40025,1
40027,173
40029,1
40031,66
40033,3
40035,7
40037,51
40039,35
40041,38
40043,8
40045,3
40047,61
40049,27
40051,54
40053,0
40055,5
40057,3
40059,4
40061,7
40063,13
40065,12
40067,7
40069,17
40071,48
40073,18
40075,11
40077,4
40079,24
40081,19
40083,37
40085,12
40093,13
40095,11
40097,37
40087,25
40089,31
40091,28
40099,22
40101,75
40103,7
40105,4
40107,12
40109,570
40111,38
40113,34
40115,30
80040,0
40117,21
40119,29
40121,43
40123,32
40125,54
40127,8
40129,5
40131,78
40133,39
40135,26
40137,40
40139,11
40141,3
40143,447
90040,0
40145,41
40147,30
40149,14
40151,7
40153,19
41001,10
41003,6
41005,67
41007,4
41009,11
41011,20
41013,6
41015,6
41017,28
41019,34
41021,0
41023,6
41025,5
41027,5
41029,44
41031,14
41033,23
41035,24
41037,2
41039,47
41041,2
41043,26
41045,9
41047,48
41049,3
41051,89
41053,15
41055,2
41057,3
41059,12
90041,0
41061,5
41063,2
41065,5
41067,46
41069,0
41071,17
42001,40
42003,307
42005,32
42007,43
42009,13
42011,144
42013,46
42015,18
42017,203
42019,54
42021,47
42023,3
42025,25
42027,19
42029,92
42031,13
42033,42
42035,13
42037,13
42039,21
42041,47
42043,71
42045,183
42047,6
42049,41
42051,68
42053,0
42055,53
42057,3
42059,9
42061,12
42063,20
42065,9
42067,8
42069,66
42071,140
42073,35
42075,36
42077,106
42079,100
42081,52
42083,13
42085,27
42087,16
42089,55
42091,193
42093,7
42095,76
42097,41
42099,17
42101,669
42103,6
42105,4
42107,45
42109,6
42111,34
42113,5
42115,9
42117,18
90042,0
42119,8
42121,19
42123,8
42125,54
42127,18
42129,109
42131,13
42133,116
72001,0
72003,0
72005,0
72007,0
72009,0
72011,0
72013,0
72015,0
72017,0
72019,0
72021,0
72023,0
72025,0
72027,0
72029,0
72031,0
72033,0
72035,0
72037,0
72039,0
72041,0
72043,0
72045,0
72047,0
72049,0
72051,0
72053,0
72054,0
72055,0
72057,0
72059,0
72061,0
72063,0
72065,0
72067,0
72069,0
72071,0
72073,0
72075,0
72077,0
72079,0
72081,0
72083,0
72085,0
72087,0
72089,0
72091,0
72093,0
72095,0
72097,0
72099,0
72101,0
72103,0
72105,0
72107,0
72888,0
72109,0
72111,0
72113,0
72115,0
72117,0
72119,0
72121,0
72123,0
72125,0
72127,0
72129,0
72131,0
72133,0
72135,0
72137,0
72139,0
72999,543
72141,0
72143,0
72145,0
72147,0
72149,0
72151,0
72153,0
44001,16
44003,52
44005,9
44007,190
44009,16
45001,6
45003,18
45005,0
45007,76
45009,5
45011,10
45013,28
45015,40
45017,1
45019,65
45021,24
45023,14
45025,12
45027,12
45029,22
45031,20
45033,7
45035,43
45037,5
45039,9
45041,45
45043,10
45045,174
45047,16
45049,9
45051,67
45053,8
45055,20
45057,31
45059,12
45061,8
45063,51
45067,10
45069,11
45065,2
45071,16
45073,19
45075,39
45077,40
45079,84
45081,2
45083,127
45085,37
90045,0
45087,7
45089,14
45091,66
46003,0
46005,1
46007,0
46009,4
46011,0
46013,7
46015,1
46017,1
46019,1
46021,0
46023,1
46025,0
46027,0
46029,6
46031,0
46033,1
46035,7
46037,2
46039,1
46041,3
46043,0
46045,2
46047,1
46049,0
46051,4
46053,1
46055,0
46057,2
46059,0
46061,0
46063,0
46065,6
46067,5
46069,0
46071,1
46073,0
46075,0
46077,4
46079,3
46081,3
46083,1
46085,1
46091,1
46087,1
46089,0
46093,0
46095,0
46097,1
46099,33
46101,4
46102,0
46103,18
46105,0
46107,0
46109,7
46111,0
46115,1
46117,0
46119,0
46121,5
46123,1
46125,5
90046,0
46127,4
46129,0
46135,6
46137,0
47001,22
47003,15
47005,2
47007,2
47009,22
47011,15
47013,2
47015,3
47017,0
47019,10
47021,13
47023,3
47025,8
47027,0
47029,7
47031,7
47033,2
47035,21
47037,91
47041,8
47039,2
47043,6
47045,6
47047,11
47049,5
47051,6
47053,10
47055,1
47057,4
47059,14
47061,5
47063,13
47065,51
47067,1
47069,0
47071,5
47073,20
47075,2
47077,6
47079,0
47081,6
47083,2
47085,11
47087,2
47089,8
47091,1
47093,73
47095,5
47097,8
47099,15
47101,1
47103,5
47105,6
47111,4
47113,15
47115,6
47117,8
47119,16
47107,15
47109,4
47121,3
47123,8
47125,21
47127,1
47129,1
47131,3
80047,0
47133,5
47135,2
47137,0
47139,2
47141,14
47143,10
47145,14
47147,24
47149,66
47151,5
47153,3
47155,15
47157,247
47159,4
47161,4
47163,42
47165,47
47167,3
47171,3
47173,0
47175,3
47177,10
47179,20
47181,6
47183,9
47185,9
47187,16
47189,47
48001,27
48003,1
48005,35
48007,8
48009,1
48011,1
48013,14
48015,10
48017,2
48019,8
48021,28
48023,2
48025,11
48027,105
48029,783
48031,3
48033,0
48035,8
48037,47
48039,166
48041,51
48043,7
48045,3
48047,5
48049,11
48051,13
48053,13
48055,15
48057,5
48059,3
48061,217
48063,4
48065,0
48067,8
48069,3
48071,10
48073,26
48075,1
48077,1
48079,1
48081,2
48083,5
48085,141
48087,0
48089,8
48091,59
48093,1
48095,1
48097,9
48099,15
48101,0
48103,0
48105,0
48107,3
48109,4
48111,4
48113,778
48115,1
48123,4
48117,5
48119,4
48121,142
48125,0
48127,15
48129,2
48131,5
48133,8
48135,47
48137,2
48141,404
48139,49
48143,4
48145,4
48147,10
48149,17
48151,1
48153,1
48155,2
48157,182
48159,2
48161,7
48163,11
48165,5
48167,118
48169,3
48171,5
48173,0
48175,3
48177,8
48179,5
48181,37
48183,57
48185,12
48187,37
48189,5
48191,0
48193,4
48195,4
48197,0
48199,24
48201,1640
48203,19
48205,0
48207,6
48209,53
48211,1
48213,39
48215,306
48217,17
48219,7
48221,25
48223,13
48225,17
48227,5
48229,1
48231,38
48233,3
48235,0
48237,1
48239,2
48241,18
48243,4
48245,105
48247,3
48249,26
48251,66
48253,6
48255,6
48257,52
48259,13
48261,0
48263,1
48265,13
48267,1
48269,0
48271,0
48273,13
48275,3
48283,8
48277,13
48279,4
48281,8
48285,5
48287,4
48289,7
48291,46
48293,18
48295,1
48297,2
48299,7
48301,0
48303,36
48305,3
48313,6
48315,6
48317,1
48319,1
48321,26
48323,57
48307,6
48309,54
48311,0
48325,15
